,Date,CapMrktCurUSD,PriceUSD,Number of Coins
594,3/18/2019,2826029687.0,159.8455825,17679748.43471198
595,3/19/2019,2817287794.0,159.3349024,17681548.433923036
596,3/20/2019,2792291101.0,157.9048879,17683373.44166532
597,3/21/2019,2694434714.0,152.3565411,17685060.94025523
598,3/22/2019,2765453669.0,156.3556132,17686948.44017279
599,3/23/2019,2920524175.0,165.1058541,17688798.44339814
600,3/24/2019,2892724614.0,163.51727680000002,17690635.941412643
601,3/25/2019,2818509513.0,159.3068051,17692335.937757127
602,3/26/2019,2803044711.0,158.4178229,17693998.438353743
603,3/27/2019,3028180775.0,171.1213794,17696098.439702034
604,3/28/2019,2961010535.0,167.30859569999998,17697898.44097054
605,3/29/2019,3007401803.0,169.9130812,17699648.44237078
606,3/30/2019,2947162256.0,166.4924825,17701473.43439365
607,3/31/2019,2981620515.0,168.4236534,17703098.435460016
608,4/1/2019,2961729672.0,167.2831829,17704885.934472494
609,4/2/2019,4233983963.0,239.11460269999998,17706923.43834842
610,4/3/2019,5249734089.0,296.4471582,17708835.93850555
611,4/4/2019,5097468827.0,287.8202476,17710598.436021913
612,4/5/2019,5198649371.0,293.505483,17712273.439879823
613,4/6/2019,5417271782.0,305.8143731,17714248.441254836
614,4/7/2019,5691584846.0,321.2674023,17716035.94156493
615,4/8/2019,5479481842.0,309.2609883,17717985.938415885
616,4/9/2019,5236152844.0,295.50023230000005,17719623.44409974
617,4/10/2019,5398103076.0,304.6099616,17721360.941860937
618,4/11/2019,4832664080.0,272.67737389999996,17723010.937358893
619,4/12/2019,5020416208.0,283.240302,17724935.937965497
620,4/13/2019,4942862884.0,278.8356229,17726798.436269674
621,4/14/2019,5114655987.0,288.4966671,17728648.439557657
622,4/15/2019,5559910083.0,313.57823039999994,17730535.93646404
623,4/16/2019,5632832673.0,317.660598,17732235.94133006
624,4/17/2019,5486563429.0,309.38128900000004,17733985.939272493
625,4/18/2019,5428048697.0,306.05064330000005,17735785.942064703
626,4/19/2019,5433060254.0,306.3014767,17737623.44385067
627,4/20/2019,5320675356.0,299.93676899999997,17739323.43720086
628,4/21/2019,5142936649.0,289.88563250000004,17741260.940208893
629,4/22/2019,5199316571.0,293.03503870000003,17742985.938015744
630,4/23/2019,5154687166.0,290.4935164,17744585.93734039
631,4/24/2019,4922629720.0,277.38538589999996,17746535.93962104
632,4/25/2019,4671735018.0,263.2224991,17748235.93717639
633,4/26/2019,4586282882.0,258.3796095,17750173.440060098
634,4/27/2019,4604629919.0,259.3889407,17751835.936311375
635,4/28/2019,4419159339.0,248.9159103,17753623.437223893
636,4/29/2019,4110841855.0,231.5256565,17755448.433422323
637,4/30/2019,4674097490.0,263.2204637,17757348.438255183
638,5/1/2019,4746666372.0,267.2823239,17758998.43558641
639,5/2/2019,4709511628.0,265.1644031,17760723.433997013
640,5/3/2019,5109584869.0,287.6599662,17762585.932612825
641,5/4/2019,5113017692.0,287.824263,17764373.436439585
642,5/5/2019,5178118950.0,291.4569786,17766323.43776036
643,5/6/2019,5085502110.0,286.21452189999997,17768148.437195007
644,5/7/2019,5090262779.0,286.45383849999996,17769923.439165227
645,5/8/2019,5039557872.0,283.57369710000006,17771598.43644751
646,5/9/2019,5020836397.0,282.4922318,17773360.93459261
647,5/10/2019,5081351707.0,285.8697208,17775060.936079383
648,5/11/2019,6552374535.0,368.5864482,17777035.93552792
649,5/12/2019,6284352572.0,353.4750355,17778773.43759401
650,5/13/2019,6811744535.0,383.10173199999997,17780510.934886612
651,5/14/2019,6921166300.0,389.219094,17782185.937671393
652,5/15/2019,7226501494.0,406.34823719999997,17784010.93553458
653,5/16/2019,7061855876.0,397.04886380000005,17785860.9351346
654,5/17/2019,6505806336.0,365.7480198,17787673.435819376
655,5/18/2019,6381554002.0,358.7249013,17789548.422408335
656,5/19/2019,7494050228.0,421.21730870000005,17791410.925464656
657,5/20/2019,7371734236.0,414.30242789999994,17793123.42765057
658,5/21/2019,7454495813.0,418.911962,17794898.42545962
659,5/22/2019,6966494858.0,391.4476224,17796748.426488847
660,5/23/2019,7202326151.0,404.6560748,17798635.926965207
661,5/24/2019,7265188251.0,408.147221,17800410.923292797
662,5/25/2019,7228372979.0,406.040787,17802085.924436945
663,5/26/2019,7721110244.0,433.6761715,17803860.925294116
664,5/27/2019,7864445475.0,441.6823115,17805660.924684778
665,5/28/2019,7714279374.0,433.20490250000006,17807460.925491255
666,5/29/2019,8092892989.0,454.41729569999995,17809385.922543794
667,5/30/2019,7522304552.0,422.3333062,17811298.426077105
668,5/31/2019,7891246784.0,443.0015477,17813135.924626477
669,6/1/2019,7707774037.0,432.66191789999993,17814773.4249666
670,6/2/2019,7893026845.0,443.0159861000001,17816573.425452735
671,6/3/2019,7216211477.0,404.9896624,17818260.92605963
672,6/4/2019,6798617461.0,381.5105452,17820260.924730003
673,6/5/2019,7090334726.0,397.84061610000003,17822048.4260908
674,6/6/2019,7041727622.0,395.0741877,17823810.92268965
675,6/7/2019,7150684259.0,401.1466585,17825610.92678278
676,6/8/2019,7035718697.0,394.65679339999997,17827435.925748847
677,6/9/2019,6767431726.0,379.56962930000003,17829223.424646635
678,6/10/2019,7017639610.0,393.562927,17831048.42596112
679,6/11/2019,6937982678.0,389.0587909,17832735.92649208
680,6/12/2019,7039206343.0,394.69551129999996,17834523.42747735
681,6/13/2019,7361987689.0,412.7502198,17836423.424722303
682,6/14/2019,7500325266.0,420.46369119999997,17838223.425652124
683,6/15/2019,7543709550.0,422.8516377,17840085.924775407
684,6/16/2019,7651328957.0,428.8426208000001,17841810.925244674
685,6/17/2019,7709984070.0,432.09319730000004,17843335.92423349
686,6/18/2019,7353705945.0,412.0837478,17845173.42472102
687,6/19/2019,7421645254.0,415.8483728,17846998.424037118
688,6/20/2019,7384741678.0,413.7382898,17848823.423062354
689,6/21/2019,7836352994.0,438.99481030000004,17850673.425147776
690,6/22/2019,8565889757.0,479.8132767,17852548.424490064
691,6/23/2019,8442873285.0,472.8765586,17854285.926111456
692,6/24/2019,8465555436.0,474.10016110000004,17856048.427316174
693,6/25/2019,8519173186.0,477.055517,17857823.423934955
694,6/26/2019,8592748338.0,481.1351546,17859323.42678998
695,6/27/2019,7353838876.0,411.7226228,17861148.42558027
696,6/28/2019,7757470290.0,434.27623600000004,17862985.92216775
697,6/29/2019,7863954488.0,440.19181150000003,17864835.925054457
698,6/30/2019,7204616328.0,403.24386289999995,17866648.42506646
699,7/1/2019,7438287376.0,416.2787937,17868523.423656687
700,7/2/2019,7237124830.0,404.9797866,17870335.926538806
701,7/3/2019,7534824032.0,421.5952841,17872173.42358313
702,7/4/2019,7169390896.0,401.1072803,17873998.42415675
703,7/5/2019,7156184466.0,400.32782260000005,17875810.927961215
704,7/6/2019,7259649665.0,406.0769208,17877523.427576188
705,7/7/2019,7376397013.0,412.5669337,17879273.42321569
706,7/8/2019,7493427147.0,419.0703192,17881073.42296362
707,7/9/2019,7433039829.0,415.64986089999996,17882935.923292164
708,7/10/2019,6967918313.0,389.6008642,17884760.9265647
709,7/11/2019,6093854694.0,340.69555089999994,17886510.92713756
710,7/12/2019,6334175291.0,354.0992375,17888135.924043044
711,7/13/2019,6148185962.0,343.66753930000004,17889923.425770573
712,7/14/2019,5255478015.0,293.7393784,17891635.92442599
713,7/15/2019,5662492581.0,316.4542041,17893560.924887076
714,7/16/2019,5038585482.0,281.5579962,17895373.422180932
715,7/17/2019,5211275766.0,291.1764671,17897310.92592132
716,7/18/2019,5663300487.0,316.4027641,17899023.427020688
717,7/19/2019,5492625593.0,306.8386195,17900698.425610013
718,7/20/2019,5874682963.0,328.1492352,17902473.426212635
719,7/21/2019,5752456335.0,321.29002,17904248.426390585
720,7/22/2019,5550988648.0,310.00374930000004,17906198.426742703
721,7/23/2019,5341544659.0,298.2774506,17907973.426268782
722,7/24/2019,5419876023.0,302.62008239999994,17909835.923698105
723,7/25/2019,5404791957.0,301.7473227,17911648.423716072
724,7/26/2019,5713974364.0,318.9754594,17913523.42511902
725,7/27/2019,5454693280.0,304.4723108,17915235.92299021
726,7/28/2019,5539796833.0,309.1926689,17916973.42860253
727,7/29/2019,5478210163.0,305.72397830000006,17918810.92697399
728,7/30/2019,5712439196.0,318.76319680000006,17920635.92455476
729,7/31/2019,5888327946.0,328.546902,17922335.928767942
730,8/1/2019,5906854904.0,329.54754019999996,17924135.924107257
731,8/2/2019,5875461045.0,327.763597,17925910.927197933
732,8/3/2019,6008348881.0,335.14194649999996,17927773.421820838
733,8/4/2019,6033451234.0,336.50858819999996,17929560.925244763
734,8/5/2019,6216267211.0,346.670371,17931348.424927842
735,8/6/2019,6003010396.0,334.74357480000003,17933160.926499132
736,8/7/2019,6076118125.0,338.78695669999996,17934923.422628924
737,8/8/2019,5978563080.0,333.3141142,17936723.424837194
738,8/9/2019,5633244920.0,314.03036139999995,17938535.92654561
739,8/10/2019,5670285028.0,316.06216,17940410.924230855
740,8/11/2019,6066490163.0,338.1118014,17942260.92635878
741,8/12/2019,5919436594.0,329.8843825,17943973.428326815
742,8/13/2019,6241299201.0,347.78415950000004,17945898.42726865
743,8/14/2019,5555547799.0,309.54440930000004,17947498.427005187
744,8/15/2019,5652815174.0,314.93237450000004,17949298.42628802
745,8/16/2019,5567120255.0,310.1263496,17951135.923085716
746,8/17/2019,5500093119.0,306.36133739999997,17952960.92410909
747,8/18/2019,5695502382.0,317.2129431,17954823.42662329
748,8/19/2019,5832080851.0,324.79055839999995,17956435.925139874
749,8/20/2019,5670097404.0,315.7373356,17958273.42757877
750,8/21/2019,5417806722.0,301.657754,17960110.920934588
751,8/22/2019,5601729217.0,311.86645710000005,17961948.422057472
752,8/23/2019,5691968572.0,316.85751960000005,17963810.92418297
753,8/24/2019,5502782459.0,306.29702000000003,17965510.92465738
754,8/25/2019,5488125754.0,305.4505917,17967310.927294564
755,8/26/2019,5590185608.0,311.0984344,17969185.922717717
756,8/27/2019,5533044514.0,307.887858,17970973.42500593
757,8/28/2019,5253020972.0,292.27740550000004,17972723.423535384
758,8/29/2019,5023039470.0,279.4528881,17974548.426218253
759,8/30/2019,5016674391.0,279.0706313,17976360.922074568
760,8/31/2019,5017474616.0,279.0866191,17978198.425207123
761,9/1/2019,5064159353.0,281.65457369999996,17980035.92298846
762,9/2/2019,5292149792.0,294.304696,17981873.425492335
763,9/3/2019,5412031295.0,300.9451339,17983448.42750754
764,9/4/2019,5288775381.0,294.0614388,17985273.426472805
765,9/5/2019,5259246648.0,292.38912830000004,17987148.42298738
766,9/6/2019,5160102010.0,286.848452,17988948.42911685
767,9/7/2019,5406728387.0,300.52742850000004,17990798.42391158
768,9/8/2019,5528813136.0,307.2845609,17992485.921865918
769,9/9/2019,5505508571.0,305.9595636,17994235.92523388
770,9/10/2019,5456813798.0,303.2218361,17996110.92718398
771,9/11/2019,5362894043.0,297.9723128,17997960.926656943
772,9/12/2019,5407489943.0,300.4198895,17999773.423789904
773,9/13/2019,5371689691.0,298.39904900000005,18001698.426994648
774,9/14/2019,5485041419.0,304.66657860000004,18003423.42834187
775,9/15/2019,5457218885.0,303.0900312,18005273.427811768
776,9/16/2019,5531812307.0,307.201972,18007085.9278208
777,9/17/2019,5773902655.0,320.61298189999997,18008948.42368203
778,9/18/2019,5839748889.0,324.2364307,18010773.42355533
779,9/19/2019,5817513131.0,322.9727099,18012398.424626157
780,9/20/2019,5673709255.0,314.9554452,18014323.427229956
781,9/21/2019,5614924951.0,311.6602409,18016173.429069564
782,9/22/2019,5541536353.0,307.55602880000004,18017973.422994073
783,9/23/2019,5278658778.0,292.9416965,18019485.928661577
784,9/24/2019,3998244989.0,221.86297349999998,18021235.92740904
785,9/25/2019,4091053058.0,226.9899145,18023060.92326406
786,9/26/2019,3881594145.0,215.3454957,18024960.923294578
787,9/27/2019,3968848231.0,220.16378819999997,18026798.427880615
788,9/28/2019,4101635458.0,227.5062264,18028673.425352897
789,9/29/2019,3935116464.0,218.2477917,18030498.422678888
790,9/30/2019,4093293994.0,226.9983787,18032260.92380897
791,10/1/2019,4035414518.0,223.77045619999998,18033723.42590773
792,10/2/2019,4064348940.0,225.35211260000003,18035548.427336995
793,10/3/2019,4021940379.0,222.9781623,18037373.42488628
794,10/4/2019,4013038414.0,222.46104590000002,18039285.924259875
795,10/5/2019,4025377862.0,223.12235040000002,18041123.42301679
796,10/6/2019,3978446590.0,220.49945919999996,18042885.930125676
797,10/7/2019,4220928156.0,233.91481580000004,18044723.42448348
798,10/8/2019,4165178015.0,230.8008003,18046635.928411033
799,10/9/2019,4316778345.0,239.1772547,18048448.42129547
800,10/10/2019,4162898066.0,230.62797819999997,18050273.425152026
801,10/11/2019,3989487258.0,220.9994505,18052023.427994903
802,10/12/2019,4059010253.0,224.8275119,18053885.926582634
803,10/13/2019,4039917982.0,223.74985669999998,18055510.92449035
804,10/14/2019,4113901353.0,227.8248526,18057298.42925837
805,10/15/2019,4004568317.0,221.7473506,18059148.423485156
806,10/16/2019,3923495471.0,217.23640299999997,18060948.426769894
807,10/17/2019,3966335552.0,219.58694730000002,18062710.92507692
808,10/18/2019,3836217046.0,212.3636926,18064373.42952851
809,10/19/2019,3845646604.0,212.8646269,18066160.921169
810,10/20/2019,4054487008.0,224.4014034,18068010.92403507
811,10/21/2019,4208456089.0,232.8982298,18069935.92271606
812,10/22/2019,4099738143.0,226.8586511,18071773.428613145
813,10/23/2019,3785659312.0,209.4572499,18073660.920342296
814,10/24/2019,3858325686.0,213.4564111,18075473.42390411
815,10/25/2019,4668226670.0,258.23589300000003,18077373.426938754
816,10/26/2019,4569907234.0,252.7727858,18079110.9277714
817,10/27/2019,4729308595.0,261.56452859999996,18080848.42510255
818,10/28/2019,4840262722.0,267.67351099999996,18082710.92614764
819,10/29/2019,5221854804.0,288.747361,18084510.923027966
820,10/30/2019,5238804382.0,289.655173,18086348.42506334
821,10/31/2019,5121530894.0,283.1450575,18088010.92704929
822,11/1/2019,5035968353.0,278.38739350000003,18089785.926315658
823,11/2/2019,5247313525.0,290.04265710000004,18091523.424400456
824,11/3/2019,5273497616.0,291.4605684,18093348.424280368
